x	y	z	y-velocity	z-velocity	uw-reynolds-stress	vw-reynolds-stress	x-velocity	uu-reynolds-stress	vv-reynolds-stress	ww-reynolds-stress
-2.85	0.041786666666666666	0.0	0.0	0.0	0.0	0.0	3.8875660056319803	2.276639613973833	0.7410900002940932	1.35165313094976
-2.85	0.04278	0.0	0.0	0.0	0.0	0.0	3.9179828530778735	2.283006694421678	0.7450760792466631	1.3526430832672653
-2.85	0.04377333333333333	0.0	0.0	0.0	0.0	0.0	3.9483294414411154	2.2891881620677075	0.7489935104391677	1.3535395824208136
-2.85	0.04476666666666666	0.0	0.0	0.0	0.0	0.0	3.9786049099132925	2.2951859481284496	0.7528422315760519	1.354343685613585
-2.85	0.045759999999999995	0.0	0.0	0.0	0.0	0.0	4.0088083764153435	2.3010019970501663	0.7566221945273318	1.355056461893074
-2.85	0.046753333333333334	0.0	0.0	0.0	0.0	0.0	4.038938985502687	2.3066382658637017	0.7603333653002099	1.3556789917970336
-2.85	0.04774666666666666	0.0	0.0	0.0	0.0	0.0	4.068995858980506	2.3120967235432066	0.7639757240090631	1.3562123670152413
-2.85	0.04874	0.0	0.0	0.0	0.0	0.0	4.098978149312284	2.3173793503592	0.7675492648436923	1.3566576900093479
-2.85	0.049733333333333324	0.0	0.0	0.0	0.0	0.0	4.128885003064465	2.3224881372468924	0.7710539960269935	1.3570160736669215
-2.85	0.050726666666666656	0.0	0.0	0.0	0.0	0.0	4.158715550295397	2.327425085160292	0.774489939776732	1.3572886409090794
-2.85	0.051719999999999995	0.0	0.0	0.0	0.0	0.0	4.1884689498788585	2.3321922044101577	0.777857132256057	1.3574765243337268
-2.85	0.052713333333333334	0.0	0.0	0.0	0.0	0.0	4.218144366423237	2.3367915140655944	0.7811556235265393	1.3575808658281907
